"STORE_ID","PRODUCT_ID","MIN_SPACE","MAX_SPACE"
1213,"X067",0,1
1213,"X068",2,5
1213,"X069",2,6
1213,"X070",2,5
1213,"X071",5,12
1213,"X072",4,11
1213,"X073",4,11
1213,"X074",4,9
1213,"X075",5,12
1213,"X076",0,1
1213,"X077",2,6
1213,"X078",4,11
1213,"X079",4,10
1213,"X080",2,5
1213,"X081",4,11
1213,"X082",2,5
1213,"X083",4,11
1213,"X084",5,12
1213,"X085",2,4
1213,"X086",4,11
1213,"X087",1,2
1213,"X088",1,2
1213,"X089",0,1
1213,"X090",2,4
1213,"X091",3,8
1213,"X092",3,8
1213,"X093",2,4
1213,"X094",0,1
1213,"X095",5,12
1213,"X096",4,10
1213,"X097",4,10
1213,"X098",4,9
1213,"X099",5,12
1213,"X100",2,5
1214,"X001",3,8
1214,"X002",2,6
1214,"X003",4,10
1214,"X004",4,9
1214,"X005",0,1
1214,"X006",4,11
1214,"X007",0,1
1214,"X008",5,12
1214,"X009",2,4
1214,"X010",2,4
1214,"X011",3,8
1214,"X012",1,2
1214,"X013",2,6
1214,"X014",0,0
1214,"X015",4,10
1214,"X016",4,10
1214,"X017",5,12
1214,"X018",4,9
1214,"X019",2,4
1214,"X020",1,2
1214,"X021",2,5
1214,"X022",2,4
1214,"X023",3,8
1214,"X024",4,10
1214,"X025",4,10
1214,"X026",4,11
1214,"X027",2,6
1214,"X028",2,5
1214,"X029",4,9
1214,"X030",4,10
1214,"X031",2,5
1214,"X032",2,4
1214,"X033",2,5
1214,"X034",4,11
1214,"X035",2,5
1214,"X036",0,1
1214,"X037",2,5
1214,"X038",3,8
1214,"X039",5,12
1214,"X040",2,4
1214,"X041",5,12
1214,"X042",2,6
1214,"X043",4,9
1214,"X044",4,9
1214,"X045",1,2
1214,"X046",4,10
1214,"X047",2,6
1214,"X048",1,2
1214,"X049",2,5
1214,"X050",0,1
1214,"X051",0,1
1214,"X052",4,10
1214,"X053",0,1
1214,"X054",4,11
1214,"X055",1,2
1214,"X056",4,9
1214,"X057",1,2
1214,"X058",0,0
1214,"X059",3,8
1214,"X060",4,10
1214,"X061",2,6
1214,"X062",3,8
1214,"X063",2,5
1214,"X064",2,6
1214,"X065",0,0
1214,"X066",4,11
1214,"X067",0,0
1214,"X068",3,8
1214,"X069",5,12
1214,"X070",4,10
1214,"X071",2,5
1214,"X072",4,11
1214,"X073",2,5
1214,"X074",2,5
1214,"X075",2,5
1214,"X076",3,8
1214,"X077",4,10
1214,"X078",4,11
1214,"X079",4,10
1214,"X080",5,12
1214,"X081",4,9
1214,"X082",5,12
1214,"X083",2,6
1214,"X084",2,4
1214,"X085",4,10
1214,"X086",2,6
1214,"X087",1,2
1214,"X088",2,6
1214,"X089",4,11
1214,"X090",3,8
1214,"X091",1,2
1214,"X092",2,6
1214,"X093",3,8
1214,"X094",3,8
1214,"X095",4,10
1214,"X096",4,11
1214,"X097",1,2
1214,"X098",0,1
1214,"X099",5,12
1214,"X100",2,4
1215,"X001",0,1
1215,"X002",0,1
1215,"X003",4,9
1215,"X004",5,12
1215,"X005",1,2
1215,"X006",2,6
1215,"X007",1,2
1215,"X008",4,9
1215,"X009",0,0
1215,"X010",4,10
1215,"X011",2,4
1215,"X012",1,2
1215,"X013",5,12
1215,"X014",2,5
1215,"X015",0,0
1215,"X016",3,8
1215,"X017",5,12
1215,"X018",1,2
1215,"X019",3,8
1215,"X020",0,1
1215,"X021",0,1
1215,"X022",3,8
1215,"X023",3,8
1215,"X024",0,1
1215,"X025",4,9
1215,"X026",4,10
1215,"X027",5,12
1215,"X028",2,5
1215,"X029",4,9
1215,"X030",4,9
1215,"X031",4,9
1215,"X032",0,0
1215,"X033",4,10
1215,"X034",4,10
1215,"X035",5,12
1215,"X036",3,8
1215,"X037",5,12
1215,"X038",4,9
1215,"X039",0,0
1215,"X040",2,4
1215,"X041",4,11
1215,"X042",2,5
1215,"X043",2,5
1215,"X044",4,10
1215,"X045",2,6
1215,"X046",3,8
1215,"X047",3,8
1215,"X048",0,0
1215,"X049",1,2
1215,"X050",1,2
1215,"X051",3,8
1215,"X052",0,0
1215,"X053",0,0
1215,"X054",4,9
1215,"X055",0,0
1215,"X056",4,9
1215,"X057",0,0
1215,"X058",0,0
1215,"X059",1,2
1215,"X060",4,10
1215,"X061",4,10
1215,"X062",1,2
1215,"X063",2,4
1215,"X064",0,1
1215,"X065",2,5
1215,"X066",3,8
1215,"X067",4,11
1215,"X068",4,10
1215,"X069",5,12
1215,"X070",4,10
1215,"X071",4,11
1215,"X072",2,4
1215,"X073",2,5
1215,"X074",4,11
1215,"X075",2,5
1215,"X076",2,5
1215,"X077",2,4
1215,"X078",1,2
1215,"X079",3,8
1215,"X080",2,5
1215,"X081",0,0
1215,"X082",4,11
1215,"X083",1,2
1215,"X084",4,10
1215,"X085",4,11
1215,"X086",1,2
1215,"X087",3,8
1215,"X088",5,12
1215,"X089",1,2
1215,"X090",0,0
1215,"X091",1,2
1215,"X092",0,1
1215,"X093",2,4
1215,"X094",2,5
1215,"X095",2,5
1215,"X096",0,0
1215,"X097",4,9
1215,"X098",0,0
1215,"X099",0,1
1215,"X100",2,6
1216,"X001",4,10
1216,"X002",3,8
1216,"X003",4,9
1216,"X004",0,1
1216,"X005",0,0
1216,"X006",2,6
1216,"X007",4,9
1216,"X008",2,6
1216,"X009",4,11
1216,"X010",4,10
1216,"X011",5,12
1216,"X012",4,11
1216,"X013",4,9
1216,"X014",0,0
1216,"X015",1,2
1216,"X016",4,11
1216,"X017",2,6
1216,"X018",0,0
1216,"X019",0,1
1216,"X020",0,1
1216,"X021",2,5
1216,"X022",2,5
1216,"X023",0,0
1216,"X024",5,12
1216,"X025",4,10
1216,"X026",0,0
1216,"X027",0,1
1216,"X028",0,0
1216,"X029",5,12
1216,"X030",5,12
1216,"X031",4,11
1216,"X032",0,0
1216,"X033",1,2
1216,"X034",0,1
1216,"X035",4,9
1216,"X036",4,11
1216,"X037",4,11
1216,"X038",4,11
1216,"X039",2,5
1216,"X040",0,0
1216,"X041",2,6
1216,"X042",5,12
1216,"X043",2,4
1216,"X044",2,6
1216,"X045",0,1
1216,"X046",0,1
1216,"X047",4,10
1216,"X048",2,6
1216,"X049",2,4
1216,"X050",4,10
1216,"X051",0,0
1216,"X052",2,4
1216,"X053",1,2
1216,"X054",2,5
1216,"X055",4,11
1216,"X056",2,5
1216,"X057",3,8
1216,"X058",4,9
1216,"X059",2,6
1216,"X060",0,0
1216,"X061",2,4
1216,"X062",5,12
1216,"X063",2,4
1216,"X064",0,0
1216,"X065",2,4
1216,"X066",4,11
1216,"X067",5,12
1216,"X068",4,10
1216,"X069",4,11
1216,"X070",4,11
1216,"X071",1,2
1216,"X072",4,9
1216,"X073",2,4
1216,"X074",2,4
1216,"X075",0,1
1216,"X076",2,5
1216,"X077",4,10
1216,"X078",4,10
1216,"X079",3,8
1216,"X080",1,2
1216,"X081",2,5
1216,"X082",4,10
1216,"X083",2,5
1216,"X084",2,5
1216,"X085",2,4
1216,"X086",4,11
1216,"X087",0,0
1216,"X088",2,4
1216,"X089",3,8
1216,"X090",2,6
1216,"X091",1,2
1216,"X092",5,12
1216,"X093",4,11
1216,"X094",4,9
1216,"X095",4,10
1216,"X096",2,5
1216,"X097",5,12
1216,"X098",2,5
1216,"X099",2,4
1216,"X100",4,10
1217,"X001",2,6
1217,"X002",2,6
1217,"X003",4,10
1217,"X004",4,10
1217,"X005",2,6
1217,"X006",2,6
1217,"X007",0,0
1217,"X008",1,2
1217,"X009",2,4
1217,"X010",4,10
1217,"X011",4,9
1217,"X012",0,0
1217,"X013",2,6
1217,"X014",0,0
1217,"X015",4,10
1217,"X016",4,9
1217,"X017",2,6
1217,"X018",0,1
1217,"X019",4,11
1217,"X020",0,1
1217,"X021",5,12
1217,"X022",2,6
1217,"X023",0,1
1217,"X024",4,10
1217,"X025",2,4
1217,"X026",2,5
1217,"X027",2,6
1217,"X028",5,12
1217,"X029",2,4
1217,"X030",2,5
1217,"X031",5,12
1217,"X032",1,2
1217,"X033",2,5
1217,"X034",1,2
1217,"X035",4,10
1217,"X036",5,12
1217,"X037",4,10
1217,"X038",0,1
1217,"X039",3,8
1217,"X040",0,1
1217,"X041",2,5
1217,"X042",0,0
1217,"X043",2,5
1217,"X044",0,0
1217,"X045",1,2
1217,"X046",5,12
1217,"X047",0,1
1217,"X048",0,0
1217,"X049",4,9
1217,"X050",5,12
1217,"X051",0,1
1217,"X052",4,9
1217,"X053",2,6
1217,"X054",5,12
1217,"X055",4,9
1217,"X056",4,10
1217,"X057",0,0
1217,"X058",3,8
1217,"X059",4,11
1217,"X060",2,5
1217,"X061",4,11
1217,"X062",4,9
1217,"X063",4,9
1217,"X064",4,10
1217,"X065",3,8
1217,"X066",4,10
1217,"X067",1,2
1217,"X068",4,11
1217,"X069",2,4
1217,"X070",5,12
1217,"X071",4,10
1217,"X072",2,5
1217,"X073",4,11
1217,"X074",4,11
1217,"X075",4,11
1217,"X076",2,4
1217,"X077",5,12
1217,"X078",4,10
1217,"X079",0,0
1217,"X080",5,12
1217,"X081",1,2
1217,"X082",2,4
1217,"X083",0,1
1217,"X084",4,9
1217,"X085",2,4
1217,"X086",4,11
1217,"X087",5,12
1217,"X088",0,1
1217,"X089",0,0
1217,"X090",4,10
1217,"X091",2,5
1217,"X092",4,10
1217,"X093",0,0
1217,"X094",4,10
1217,"X095",3,8
1217,"X096",5,12
1217,"X097",4,9
1217,"X098",3,8
1217,"X099",2,4
1217,"X100",1,2
1218,"X001",2,4
1218,"X002",4,11
1218,"X003",4,10
1218,"X004",0,0
1218,"X005",2,5
1218,"X006",2,6
1218,"X007",4,10
1218,"X008",1,2
1218,"X009",4,10
1218,"X010",2,5
1218,"X011",4,9
1218,"X012",4,11
1218,"X013",5,12
1218,"X014",2,4
1218,"X015",2,5
1218,"X016",5,12
1218,"X017",3,8
1218,"X018",2,5
1218,"X019",4,9
1218,"X020",5,12
1218,"X021",2,4
1218,"X022",1,2
1218,"X023",0,0
1218,"X024",5,12
1218,"X025",0,1
1218,"X026",4,11
1218,"X027",4,11
1218,"X028",1,2
1218,"X029",4,11
1218,"X030",4,9
1218,"X031",3,8
1218,"X032",4,11
1218,"X033",2,5
1218,"X034",1,2
1218,"X035",4,10
1218,"X036",2,5
1218,"X037",4,10
1218,"X038",5,12
1218,"X039",0,0
1218,"X040",4,9
1218,"X041",2,4
1218,"X042",0,0
1218,"X043",4,10
1218,"X044",2,5
1218,"X045",1,2
1218,"X046",2,4
1218,"X047",2,4
1218,"X048",2,5
1218,"X049",4,10
1218,"X050",0,1
1218,"X051",4,11
1218,"X052",1,2
1218,"X053",3,8
1218,"X054",4,9
1218,"X055",2,6
1218,"X056",4,10
1218,"X057",4,10
1218,"X058",0,0
1218,"X059",4,10
1218,"X060",4,11
1218,"X061",2,4
1218,"X062",2,4
1218,"X063",0,0
1218,"X064",5,12
1218,"X065",4,9
1218,"X066",4,10
1218,"X067",4,9
1218,"X068",1,2
1218,"X069",0,0
1218,"X070",0,0
1218,"X071",4,10
1218,"X072",4,10
1218,"X073",3,8
1218,"X074",2,6
1218,"X075",2,5
1218,"X076",3,8
1218,"X077",2,4
1218,"X078",1,2
1218,"X079",4,10
1218,"X080",4,11
1218,"X081",3,8
1218,"X082",4,10
1218,"X083",4,10
1218,"X084",5,12
1218,"X085",2,5
1218,"X086",2,5
1218,"X087",2,5
1218,"X088",4,10
1218,"X089",0,0
1218,"X090",2,6
1218,"X091",0,1
1218,"X092",0,1
1218,"X093",2,6
1218,"X094",0,0
1218,"X095",3,8
1218,"X096",0,0
1218,"X097",2,4
1218,"X098",2,4
1218,"X099",2,4
1218,"X100",2,5
1219,"X001",0,0
1219,"X002",4,9
1219,"X003",4,9
1219,"X004",0,1
1219,"X005",0,1
1219,"X006",2,5
1219,"X007",0,1
1219,"X008",2,6
1219,"X009",4,10
1219,"X010",4,11
1219,"X011",2,5
1219,"X012",0,0
1219,"X013",3,8
1219,"X014",4,11
1219,"X015",4,11
1219,"X016",2,6
1219,"X017",2,6
1219,"X018",4,11
1219,"X019",4,10
1219,"X020",5,12
1219,"X021",4,9
1219,"X022",5,12
1219,"X023",2,5
1219,"X024",3,8
1219,"X025",4,11
1219,"X026",4,11
1219,"X027",5,12
1219,"X028",2,6
1219,"X029",3,8
1219,"X030",2,5
1219,"X031",0,0
1219,"X032",1,2
1219,"X033",4,10
1219,"X034",0,0
1219,"X035",2,4
1219,"X036",5,12
1219,"X037",5,12
1219,"X038",2,6
1219,"X039",4,10
1219,"X040",3,8
1219,"X041",1,2
1219,"X042",2,6
1219,"X043",5,12
1219,"X044",2,4
1219,"X045",5,12
1219,"X046",4,10
1219,"X047",5,12
1219,"X048",3,8
1219,"X049",0,0
1219,"X050",0,0
1219,"X051",4,11
1219,"X052",3,8
1219,"X053",0,1
1219,"X054",5,12
1219,"X055",2,5
1219,"X056",1,2
1219,"X057",1,2
1219,"X058",2,6
1219,"X059",3,8
1219,"X060",0,0
1219,"X061",2,6
1219,"X062",2,6
1219,"X063",4,11
1219,"X064",4,9
1219,"X065",4,10
1219,"X066",0,0
1219,"X067",4,11
1219,"X068",1,2
1219,"X069",4,9
1219,"X070",2,4
1219,"X071",0,1
1219,"X072",1,2
1219,"X073",0,1
1219,"X074",4,10
1219,"X075",0,1
1219,"X076",3,8
1219,"X077",4,10
1219,"X078",2,6
1219,"X079",2,4
1219,"X080",2,4
1219,"X081",4,9
1219,"X082",4,9
1219,"X083",4,11
1219,"X084",0,0
1219,"X085",5,12
1219,"X086",0,1
1219,"X087",2,5
1219,"X088",4,10
1219,"X089",0,1
1219,"X090",5,12
1219,"X091",4,11
1219,"X092",1,2
1219,"X093",4,9
1219,"X094",4,11
1219,"X095",1,2
1219,"X096",2,6
1219,"X097",0,0
1219,"X098",2,5
1219,"X099",4,10
1219,"X100",2,4
1220,"X001",5,12
1220,"X002",4,10
1220,"X003",2,6
1220,"X004",4,9
1220,"X005",2,5
1220,"X006",4,10
1220,"X007",4,9
1220,"X008",3,8
1220,"X009",1,2
1220,"X010",4,11
1220,"X011",0,1
1220,"X012",0,1
1220,"X013",3,8
1220,"X014",0,0
1220,"X015",0,0
1220,"X016",4,9
1220,"X017",2,4
1220,"X018",4,9
1220,"X019",3,8
1220,"X020",1,2
1220,"X021",0,0
1220,"X022",0,1
1220,"X023",4,9
1220,"X024",2,6
1220,"X025",4,10
1220,"X026",2,6
1220,"X027",2,4
1220,"X028",2,5
1220,"X029",4,9
1220,"X030",4,11
1220,"X031",4,10
1220,"X032",4,11
1220,"X033",4,9
1220,"X034",0,1
1220,"X035",5,12
1220,"X036",2,6
1220,"X037",0,1
1220,"X038",5,12
1220,"X039",1,2
1220,"X040",4,9
1220,"X041",2,6
1220,"X042",0,0
1220,"X043",1,2
1220,"X044",2,6
1220,"X045",0,0
1220,"X046",2,4
1220,"X047",0,0
1220,"X048",2,4
1220,"X049",4,9
1220,"X050",5,12
1220,"X051",2,5
1220,"X052",2,6
1220,"X053",0,1
1220,"X054",1,2
1220,"X055",2,4
1220,"X056",4,11
1220,"X057",2,4
1220,"X058",2,6
1220,"X059",2,5
1220,"X060",5,12
1220,"X061",1,2
1220,"X062",4,10
1220,"X063",5,12
1220,"X064",4,9
1220,"X065",2,5
1220,"X066",0,0
1220,"X067",2,4
1220,"X068",0,1
1220,"X069",5,12
1220,"X070",0,1
1220,"X071",2,6
1220,"X072",0,1
1220,"X073",2,4
1220,"X074",4,9
1220,"X075",4,11
1220,"X076",5,12
1220,"X077",0,1
1220,"X078",1,2
1220,"X079",1,2
1220,"X080",3,8
1220,"X081",4,9
1220,"X082",2,4
1220,"X083",2,6
1220,"X084",5,12
1220,"X085",3,8
1220,"X086",3,8
1220,"X087",5,12
1220,"X088",2,4
1220,"X089",4,11
1220,"X090",2,4
1220,"X091",4,11
1220,"X092",2,5
1220,"X093",5,12
1220,"X094",2,4
1220,"X095",2,4
1220,"X096",4,9
1220,"X097",0,1
1220,"X098",2,5
1220,"X099",5,12
1220,"X100",2,5
1221,"X001",4,9
1221,"X002",2,6
1221,"X003",0,1
1221,"X004",4,9
1221,"X005",4,9
1221,"X006",1,2
1221,"X007",0,1
1221,"X008",4,10
1221,"X009",2,5
1221,"X010",5,12
1221,"X011",3,8
1221,"X012",0,0
1221,"X013",0,0
1221,"X014",2,5
1221,"X015",0,1
1221,"X016",0,1
1221,"X017",4,9
1221,"X018",2,6
1221,"X019",0,1
1221,"X020",0,1
1221,"X021",1,2
1221,"X022",0,0
1221,"X023",2,4
1221,"X024",0,0
1221,"X025",2,6
1221,"X026",4,9
1221,"X027",2,6
1221,"X028",4,11
1221,"X029",0,1
1221,"X030",4,9
1221,"X031",0,0
1221,"X032",4,9
1221,"X033",3,8
1221,"X034",0,0
1221,"X035",0,1
1221,"X036",1,2
1221,"X037",1,2
1221,"X038",3,8
1221,"X039",0,1
1221,"X040",0,1
1221,"X041",0,1
1221,"X042",4,9
1221,"X043",2,4
1221,"X044",2,4
1221,"X045",1,2
1221,"X046",0,1
1221,"X047",4,10
1221,"X048",4,11
1221,"X049",0,1
1221,"X050",2,4
1221,"X051",2,6
1221,"X052",4,10
1221,"X053",4,9
1221,"X054",0,1
1221,"X055",2,6
1221,"X056",4,10
1221,"X057",0,1
1221,"X058",2,5
1221,"X059",1,2
1221,"X060",0,0
1221,"X061",0,0
1221,"X062",2,5
1221,"X063",4,11
1221,"X064",3,8
1221,"X065",0,0
1221,"X066",1,2
1221,"X067",4,10
1221,"X068",2,4
1221,"X069",4,11
1221,"X070",1,2
1221,"X071",5,12
1221,"X072",1,2
1221,"X073",0,0
1221,"X074",5,12
1221,"X075",1,2
1221,"X076",5,12
1221,"X077",2,4
1221,"X078",2,6
1221,"X079",2,4
1221,"X080",3,8
1221,"X081",2,6
1221,"X082",4,9
1221,"X083",2,5
1221,"X084",0,0
1221,"X085",4,10
1221,"X086",2,5
1221,"X087",1,2
1221,"X088",3,8
1221,"X089",2,4
1221,"X090",4,9
1221,"X091",2,5
1221,"X092",0,0
1221,"X093",3,8
1221,"X094",4,10
1221,"X095",4,10
1221,"X096",4,11
1221,"X097",0,1
1221,"X098",3,8
1221,"X099",1,2
1221,"X100",0,1
1222,"X001",2,6
1222,"X002",4,11
1222,"X003",2,4
1222,"X004",2,6
1222,"X005",2,5
1222,"X006",0,0
1222,"X007",1,2
1222,"X008",0,1
1222,"X009",4,9
1222,"X010",0,0
1222,"X011",5,12
1222,"X012",4,10
1222,"X013",0,1
1222,"X014",0,1
1222,"X015",0,1
1222,"X016",0,0
1222,"X017",4,10
1222,"X018",4,9
1222,"X019",2,6
1222,"X020",4,10
1222,"X021",2,4
1222,"X022",0,1
1222,"X023",2,4
1222,"X024",2,5
1222,"X025",0,1
1222,"X026",2,6
1222,"X027",4,9
1222,"X028",2,5
1222,"X029",2,6
1222,"X030",0,0
1222,"X031",2,5
1222,"X032",0,0
1222,"X033",2,5
1222,"X034",5,12
1222,"X035",1,2
1222,"X036",1,2
1222,"X037",0,1
1222,"X038",2,5
1222,"X039",5,12
1222,"X040",2,6
1222,"X041",2,5
1222,"X042",3,8
1222,"X043",4,10
1222,"X044",2,5
1222,"X045",5,12
1222,"X046",2,4
1222,"X047",4,11
1222,"X048",2,4
1222,"X049",5,12
1222,"X050",2,4
1222,"X051",3,8
1222,"X052",0,1
1222,"X053",0,1
1222,"X054",1,2
1222,"X055",0,0
1222,"X056",0,0
1222,"X057",3,8
1222,"X058",4,10
1222,"X059",1,2
1222,"X060",4,10
1222,"X061",4,11
1222,"X062",4,9
1222,"X063",4,11
1222,"X064",5,12
1222,"X065",5,12
1222,"X066",4,11
1222,"X067",2,6
1222,"X068",4,11
1222,"X069",4,10
1222,"X070",4,9
1222,"X071",4,9
1222,"X072",0,0
1222,"X073",3,8
1222,"X074",2,6
1222,"X075",5,12
1222,"X076",4,10
1222,"X077",4,11
1222,"X078",0,0
1222,"X079",4,10
1222,"X080",3,8
1222,"X081",4,11
1222,"X082",1,2
1222,"X083",0,0
1222,"X084",0,1
1222,"X085",4,9
1222,"X086",4,9
1222,"X087",2,6
1222,"X088",2,4
1222,"X089",0,0
1222,"X090",4,10
1222,"X091",2,6
1222,"X092",1,2
1222,"X093",2,6
1222,"X094",1,2
1222,"X095",1,2
1222,"X096",0,0
1222,"X097",1,2
1222,"X098",4,10
1222,"X099",2,4
1222,"X100",1,2
1223,"X001",2,4
1223,"X002",4,10
1223,"X003",4,10
1223,"X004",2,4
1223,"X005",1,2
1223,"X006",4,11
1223,"X007",3,8
1223,"X008",2,5
1223,"X009",0,0
1223,"X010",1,2
1223,"X011",2,6
1223,"X012",1,2
1223,"X013",2,5
1223,"X014",5,12
1223,"X015",4,11
1223,"X016",4,10
1223,"X017",5,12
1223,"X018",5,12
1223,"X019",0,0
1223,"X020",0,0
1223,"X021",0,1
1223,"X022",4,11
1223,"X023",0,1
1223,"X024",3,8
1223,"X025",4,10
1223,"X026",0,0
1223,"X027",2,4
1223,"X028",0,0
1223,"X029",1,2
1223,"X030",3,8
1223,"X031",2,6
1223,"X032",4,10
1223,"X033",4,11
1223,"X034",0,1
1223,"X035",0,0
1223,"X036",4,9
1223,"X037",2,4
1223,"X038",3,8
1223,"X039",3,8
1223,"X040",4,10
1223,"X041",1,2
1223,"X042",1,2
1223,"X043",1,2
1223,"X044",2,5
1223,"X045",2,4
1223,"X046",4,10
1223,"X047",2,6
1223,"X048",2,6
1223,"X049",5,12
1223,"X050",2,4
1223,"X051",5,12
1223,"X052",1,2
1223,"X053",1,2
1223,"X054",2,6
1223,"X055",5,12
1223,"X056",2,6
1223,"X057",5,12
1223,"X058",5,12
1223,"X059",2,5
1223,"X060",4,10
1223,"X061",4,10
1223,"X062",2,5
1223,"X063",0,1
1223,"X064",0,1
1223,"X065",2,5
1223,"X066",4,10
1223,"X067",4,9
1223,"X068",0,0
1223,"X069",1,2
1223,"X070",4,10
1223,"X071",4,11
1223,"X072",3,8
1223,"X073",4,10
1223,"X074",4,9
1223,"X075",4,9
1223,"X076",2,5
1223,"X077",2,6
1223,"X078",2,4
1223,"X079",0,0
1223,"X080",0,1
1223,"X081",2,4
1223,"X082",1,2
1223,"X083",0,0
1223,"X084",2,5
1223,"X085",0,1
1223,"X086",0,0
1223,"X087",4,9
1223,"X088",4,10
1223,"X089",0,1
1223,"X090",4,11
1223,"X091",0,0
1223,"X092",5,12
1223,"X093",4,9
1223,"X094",2,6
1223,"X095",2,6
1223,"X096",3,8
1223,"X097",4,11
1223,"X098",0,1
1223,"X099",2,6
1223,"X100",0,0
1224,"X001",3,8
1224,"X002",2,5
1224,"X003",0,0
1224,"X004",2,4
1224,"X005",0,0
1224,"X006",0,1
1224,"X007",2,5
1224,"X008",2,4
1224,"X009",4,10
1224,"X010",5,12
1224,"X011",1,2
1224,"X012",5,12
1224,"X013",2,5
1224,"X014",4,10
1224,"X015",4,9
1224,"X016",1,2
1224,"X017",3,8
1224,"X018",2,6
1224,"X019",4,11
1224,"X020",4,9
1224,"X021",2,4
1224,"X022",2,4
1224,"X023",2,5
1224,"X024",4,10
1224,"X025",2,5
1224,"X026",2,5
1224,"X027",2,5
1224,"X028",1,2
1224,"X029",1,2
1224,"X030",2,4
1224,"X031",2,5
1224,"X032",5,12
1224,"X033",4,11
1224,"X034",0,1
1224,"X035",1,2
1224,"X036",2,6
1224,"X037",4,11
1224,"X038",4,9
1224,"X039",3,8
1224,"X040",2,6
1224,"X041",2,4
1224,"X042",1,2
1224,"X043",1,2
1224,"X044",0,0
1224,"X045",4,11
1224,"X046",4,9
1224,"X047",5,12
1224,"X048",4,9
1224,"X049",4,9
1224,"X050",4,10
1224,"X051",4,10
1224,"X052",2,5
1224,"X053",2,4
1224,"X054",1,2
1224,"X055",4,9
1224,"X056",0,1
1224,"X057",1,2
1224,"X058",1,2
1224,"X059",1,2
1224,"X060",2,6
1224,"X061",0,1
1224,"X062",0,0
1224,"X063",3,8
1224,"X064",4,10
1224,"X065",2,6
1224,"X066",5,12
1224,"X067",4,9
1224,"X068",5,12
1224,"X069",4,11
1224,"X070",2,5
1224,"X071",2,4
1224,"X072",2,5
1224,"X073",4,10
1224,"X074",2,4
1224,"X075",3,8
1224,"X076",2,6
1224,"X077",4,11
1224,"X078",1,2
1224,"X079",2,6
1224,"X080",4,11
1224,"X081",4,9
1224,"X082",0,1
1224,"X083",4,9
1224,"X084",0,1
1224,"X085",2,6
1224,"X086",0,1
1224,"X087",1,2
1224,"X088",2,5
1224,"X089",3,8
1224,"X090",4,9
1224,"X091",4,9
1224,"X092",4,11
1224,"X093",3,8
1224,"X094",2,6
1224,"X095",3,8
1224,"X096",4,9
1224,"X097",2,6
1224,"X098",4,10
1224,"X099",4,10
1224,"X100",0,1
1225,"X001",0,1
1225,"X002",0,0
1225,"X003",0,1
1225,"X004",5,12
1225,"X005",0,1
1225,"X006",2,5
1225,"X007",3,8
1225,"X008",4,9
1225,"X009",2,4
1225,"X010",2,5
1225,"X011",4,11
1225,"X012",2,6
1225,"X013",3,8
1225,"X014",2,4
1225,"X015",3,8
1225,"X016",1,2
1225,"X017",0,1
1225,"X018",4,10
1225,"X019",2,5
1225,"X020",1,2
1225,"X021",0,0
1225,"X022",2,6
1225,"X023",2,6
1225,"X024",4,9
1225,"X025",4,9
1225,"X026",4,9
1225,"X027",3,8
1225,"X028",0,1
1225,"X029",2,5
1225,"X030",2,5
1225,"X031",4,11
1225,"X032",4,11
1225,"X033",0,0
1225,"X034",2,5
1225,"X035",4,10
1225,"X036",4,11
1225,"X037",4,10
1225,"X038",2,6
1225,"X039",5,12
1225,"X040",2,5
1225,"X041",4,10
1225,"X042",0,1
1225,"X043",2,6
1225,"X044",2,4
1225,"X045",1,2
1225,"X046",0,1
1225,"X047",3,8
1225,"X048",4,9
1225,"X049",4,11
1225,"X050",4,11
1225,"X051",4,10
1225,"X052",0,1
1225,"X053",4,11
1225,"X054",0,0
1225,"X055",4,11
1225,"X056",4,10
1225,"X057",1,2
1225,"X058",4,10
1225,"X059",2,6
1225,"X060",4,9
1225,"X061",4,11
1225,"X062",3,8
1225,"X063",4,11
1225,"X064",0,1
1225,"X065",2,4
1225,"X066",2,4
1225,"X067",2,6
1225,"X068",5,12
1225,"X069",4,11
1225,"X070",4,9
1225,"X071",1,2
1225,"X072",0,0
1225,"X073",2,5
1225,"X074",1,2
1225,"X075",0,0
1225,"X076",4,9
1225,"X077",2,6
1225,"X078",4,10
1225,"X079",0,1
1225,"X080",2,5
1225,"X081",5,12
1225,"X082",4,10
1225,"X083",2,6
1225,"X084",2,5
1225,"X085",1,2
1225,"X086",2,5
1225,"X087",4,9
1225,"X088",2,4
1225,"X089",4,9
1225,"X090",5,12
1225,"X091",0,0
1225,"X092",0,1
1225,"X093",5,12
1225,"X094",4,10
1225,"X095",5,12
1225,"X096",2,5
1225,"X097",2,6
1225,"X098",4,9
1225,"X099",1,2
1225,"X100",3,8
1226,"X001",0,0
1226,"X002",4,11
1226,"X003",2,4
1226,"X004",0,1
1226,"X005",1,2
1226,"X006",0,1
1226,"X007",0,1
1226,"X008",4,10
1226,"X009",0,1
1226,"X010",2,4
1226,"X011",2,6
1226,"X012",4,11
1226,"X013",2,6
1226,"X014",0,0
1226,"X015",5,12
1226,"X016",3,8
1226,"X017",1,2
1226,"X018",0,0
1226,"X019",4,11
1226,"X020",4,9
1226,"X021",3,8
1226,"X022",2,4
1226,"X023",0,0
1226,"X024",4,10
1226,"X025",4,9
1226,"X026",0,0
1226,"X027",2,6
1226,"X028",2,5
1226,"X029",5,12
1226,"X030",4,11
1226,"X031",0,1
1226,"X032",4,9
1226,"X033",1,2
1226,"X034",3,8
1226,"X035",3,8
